antecedents,consequents
"frozenset({'Broccoli (feat. Lil Yachty)', 'Congratulations'})","frozenset({'iSpy (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Chill Bill', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Controlla'})",frozenset({'One Dance'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'DNA.', 'HUMBLE.'})",frozenset({'Mask Off'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'DNA.', 'Mask Off'})",frozenset({'HUMBLE.'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'DNA.'})","frozenset({'HUMBLE.', 'Mask Off'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Fake Love'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Chill Bill', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'One Dance', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Famous'})",frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'HUMBLE.', 'Mask Off'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'Caroline', 'DNA.', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'HUMBLE.', 'goosebumps'})","frozenset({'Bounce Back', 'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'HUMBLE.'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'No Role Modelz', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'Caroline', 'Fake Love', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Black Beatles', 'Jumpman', 'Tunnel Vision', 'Chill Bill', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Jumpman'})","frozenset({'679 (feat. Remy Boyz)', 'Antidote', 'iSpy (feat. Lil Yachty)', 'Low Life', 'White Iverson', 'Trap Queen', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'HUMBLE.', 'Caroline', 'Mask Off', 'Panda', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'One Dance', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Low Life'})","frozenset({'Chill Bill', 'Jumpman', 'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'No Problem (feat. Lil Wayne & 2 Chainz)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Mask Off', 'goosebumps'})",frozenset({'HUMBLE.'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'Mask Off'})","frozenset({'Swang', 'Jumpman', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'Chill Bill', 'HUMBLE.', 'Caroline', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Money Longer'})","frozenset({'Chill Bill', 'X (feat. Future)', 'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Bad and Boujee (feat. Lil Uzi Vert)'})",frozenset({'Black Beatles'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Black Beatles'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Bounce Back'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'You Was Right', 'No Role Modelz', 'pick up the phone', 'Caroline', 'Fake Love', 'Money Longer', 'Famous', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Jumpman', 'Low Life', 'Chill Bill', 'HUMBLE.', 'Mask Off', 'Panda', 'Bounce Back', 'goosebumps', 'One Dance'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'No Role Modelz'})","frozenset({'Jumpman', 'iSpy (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Chill Bill', 'HUMBLE.', 'Caroline', 'Panda', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'One Dance'})","frozenset({'Jumpman', 'Too Good', 'iSpy (feat. Lil Yachty)', 'Controlla', 'Fake Love', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Caroline', 'Panda', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'One Night'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Panda', 'Bad and Boujee (feat. Lil Uzi Vert)'})",frozenset({'Black Beatles'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'Panda', 'Black Beatles'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'Panda'})","frozenset({'Jumpman', '679 (feat. Remy Boyz)', 'Antidote', 'iSpy (feat. Lil Yachty)', '2 Phones', 'No Role Modelz', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'One Dance', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Slippery (feat. Gucci Mane)'})","frozenset({'iSpy (feat. Lil Yachty)', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Starboy'})",frozenset({'Black Beatles'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'Swang'})","frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'T-Shirt', 'Mask Off'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'T-Shirt'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Too Good'})",frozenset({'One Dance'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'Trap Queen'})","frozenset({'679 (feat. Remy Boyz)', 'Jumpman'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'Tunnel Vision'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'White Iverson'})","frozenset({'Jumpman', 'iSpy (feat. Lil Yachty)', 'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'X (feat. Future)'})","frozenset({'iSpy (feat. Lil Yachty)', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Chill Bill', 'pick up the phone', 'Caroline', 'Bounce Back', 'Money Longer', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'XO TOUR Llif3', 'HUMBLE.'})","frozenset({'Bounce Back', 'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'XO TOUR Llif3', 'Mask Off'})","frozenset({'HUMBLE.', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'XO TOUR Llif3'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'You Was Right'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Chill Bill', 'Caroline', 'Bounce Back', 'Money Longer', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'goosebumps'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)'})","frozenset({'HUMBLE.', 'Congratulations', 'Caroline', 'Mask Off', 'Bounce Back', 'Black Beatles', 'No Problem (feat. Lil Wayne & 2 Chainz)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Black Beatles'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Bounce Back'})","frozenset({'HUMBLE.', 'Congratulations', 'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Caroline'})","frozenset({'HUMBLE.', 'Congratulations', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'No Problem (feat. Lil Wayne & 2 Chainz)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'HUMBLE.'})","frozenset({'Congratulations', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Mask Off'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'XO TOUR Llif3'})",frozenset({'HUMBLE.'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'goosebumps'})",frozenset({'HUMBLE.'})
"frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)'})","frozenset({'X (feat. Future)', 'Congratulations', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Black Beatles', 'Jumpman', 'White Iverson', 'Chill Bill', 'HUMBLE.', 'Mask Off', 'Panda', 'Bounce Back', 'goosebumps', 'One Dance', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Broccoli (feat. Lil Yachty)', 'pick up the phone'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'No Problem (feat. Lil Wayne & 2 Chainz)'})"
frozenset({'Broccoli (feat. Lil Yachty)'}),"frozenset({'Starboy', ""I Don't Fuck With You"", '2 Phones', 'T-Shirt', 'Work', 'Fake Love', 'Money Longer', 'Jumpman', 'F*ck Up Some Commas', 'DEVASTATED', 'Antidote', 'Down In the DM', 'White Iverson', 'No Type', 'All Night (feat. Knox Fortune)', 'Blessings', 'Flex (Ooh, Ooh, Ooh)', 'Mask Off', 'Come Get Her', 'For Free', 'iSpy (feat. Lil Yachty)', 'Champions', 'Controlla', 'Where Ya At', 'You Was Right', 'No Role Modelz', 'm.A.A.d city', 'V. 3005', 'Caroline', 'Black Beatles', 'What They Want', 'IV. sweatpants', 'Ni**as In Paris', 'Too Good', 'Low Life', 'Uber Everywhere', 'Chill Bill', 'Panda', 'Bounce Back', 'One Dance', ""I'm the One"", 'Slippery (feat. Gucci Mane)', 'My Way (feat. Monty)', 'XO TOUR Llif3', 'X (feat. Future)', 'Cut It (feat. Young Dolph)', 'Congratulations', 'Needed Me', 'Jordan Belfort', 'Trap Queen', 'Famous', 'Energy', 'Rolex', 'Tunnel Vision', 'Waves', 'Wet Dreamz', 'Back To Back', 'goosebumps', '$ave Dat Money (feat. Fetty Wap & Rich Homie Quan)', 'DNA.', 'OOOUUU', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'pick up the phone', 'HeadBand (feat. 2 Chainz)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'This Could Be Us', 'Swang', 'Really Really', '679 (feat. Remy Boyz)', 'Father Stretch My Hands Pt. 1', 'Pop Style', 'oui', 'Drowning (feat. Kodak Black)', ""F**kin' Problems"", 'G.O.M.D.', 'No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version', 'Me, Myself & I', 'HUMBLE.', 'Deja Vu', 'One Night'})"
"frozenset({'Butterfly Effect', 'HUMBLE.'})","frozenset({'DNA.', 'XO TOUR Llif3', 'Mask Off', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back', 'Bank Account', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Butterfly Effect', 'Mask Off'})","frozenset({'HUMBLE.', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Butterfly Effect', 'goosebumps'})","frozenset({'HUMBLE.', 'Congratulations', 'Mask Off', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
frozenset({'Butterfly Effect'}),"frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'rockstar', 'DNA.', 'Portland', 'T-Shirt', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Tunnel Vision', 'Unforgettable', 'Drowning (feat. Kodak Black)', 'Bank Account', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'Magnolia', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'CAN\'T STOP THE FEELING! (Original Song from DreamWorks Animation\'s ""TROLLS"")'})",frozenset({'Closer'})
frozenset({'California Gurls - feat. Snoop Dogg'}),frozenset({'TiK ToK'})
frozenset({'Candy Shop'}),"frozenset({'Yeah!', 'Gold Digger', 'In Da Club'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})","frozenset({'Bounce Back', 'iSpy (feat. Lil Yachty)', 'Broccoli (feat. Lil Yachty)', 'HUMBLE.'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back'})","frozenset({'T-Shirt', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'HUMBLE.', 'Mask Off', 'Fake Love', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Chill Bill'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations'})","frozenset({'Bounce Back', 'iSpy (feat. Lil Yachty)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Fake Love'})","frozenset({'Bounce Back', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'Mask Off', 'XO TOUR Llif3', 'Bounce Back', 'goosebumps', 'Black Beatles', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'HUMBLE.', 'Bounce Back', 'goosebumps', 'Slippery (feat. Gucci Mane)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'No Problem (feat. Lil Wayne & 2 Chainz)'})","frozenset({'iSpy (feat. Lil Yachty)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)'})","frozenset({'T-Shirt', 'HUMBLE.', 'Mask Off'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt'})","frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})","frozenset({'HUMBLE.', 'Mask Off'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps'})","frozenset({'Bounce Back', 'HUMBLE.', 'Mask Off'})"
"frozenset({'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'No Role Modelz', 'pick up the phone', 'Fake Love', 'Money Longer', 'Swang', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'Jumpman', 'Tunnel Vision', 'Low Life', 'Chill Bill', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'One Dance', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Caroline', 'Black Beatles', 'Bounce Back'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Black Beatles', 'Fake Love'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Caroline', 'Black Beatles', 'HUMBLE.'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Caroline', 'Black Beatles', 'No Problem (feat. Lil Wayne & 2 Chainz)'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Caroline', 'Black Beatles'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Chill Bill', 'No Role Modelz', 'pick up the phone', 'HUMBLE.', 'T-Shirt', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)'})",frozenset({'goosebumps'})
"frozenset({'Caroline', 'Bounce Back', 'Black Beatles'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Caroline', 'Bounce Back', 'Congratulations'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Caroline', 'Bounce Back', 'Fake Love'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Bounce Back', 'HUMBLE.'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'Mask Off', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'Caroline', 'Bounce Back', 'Mask Off'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})"
"frozenset({'Caroline', 'Bounce Back', 'T-Shirt'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Caroline', 'Bounce Back', 'goosebumps'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})"
"frozenset({'Caroline', 'Bounce Back'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'Chill Bill', 'pick up the phone', 'HUMBLE.', 'Mask Off', 'Fake Love', 'XO TOUR Llif3', 'goosebumps', 'Slippery (feat. Gucci Mane)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Chill Bill'})","frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Congratulations'})","frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.', 'Mask Off', 'Fake Love', 'Bounce Back', 'XO TOUR Llif3', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'DNA.'})","frozenset({'HUMBLE.', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})"
"frozenset({'Caroline', 'Fake Love'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'HUMBLE.', 'Mask Off'})","frozenset({'T-Shirt', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'HUMBLE.', 'goosebumps'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})"
"frozenset({'Caroline', 'HUMBLE.'})","frozenset({'Swang', 'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'DNA.', 'No Role Modelz', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Caroline', 'Jumpman'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'Low Life'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)'})"
"frozenset({'Caroline', 'Mask Off', 'goosebumps'})",frozenset({'HUMBLE.'})
"frozenset({'Caroline', 'Mask Off'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'HUMBLE.', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Caroline', 'Money Longer'})","frozenset({'Broccoli (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right'})"
"frozenset({'Caroline', 'No Problem (feat. Lil Wayne & 2 Chainz)'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'Low Life', 'No Role Modelz', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Caroline', 'No Role Modelz'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Caroline', 'One Night'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Caroline', 'Slippery (feat. Gucci Mane)', 'HUMBLE.'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Caroline', 'Slippery (feat. Gucci Mane)', 'Mask Off'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Caroline', 'Slippery (feat. Gucci Mane)', 'T-Shirt'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Caroline', 'Slippery (feat. Gucci Mane)'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'Caroline', 'Swang'})","frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})"
"frozenset({'Caroline', 'T-Shirt', 'HUMBLE.'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})"
"frozenset({'Caroline', 'T-Shirt', 'Mask Off'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})"
"frozenset({'Caroline', 'T-Shirt'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
